anatomy_site,abnormality_label,caption
HIP,1,X-ray image of an abnormal hip.
HIP,1,A hip with an abnormal appearance on radiograph.
HIP,1,Radiograph of the hip displays an abnormality.
HIP,1,Abnormality present on hip radiograph.
HIP,1,An abnormal hip joint as seen on x-ray.
HIP,1,X-ray image of the hip indicates an abnormality.
HIP,1,Hip abnormality visible on radiograph.
HIP,1,The hip shows signs of an abnormality on this radiograph.
HIP,1,An abnormal hip radiograph image.
HIP,1,Abnormal radiographic findings in the hip.
HIP,1,X-ray image of an abnormal hip joint.
HIP,1,A radiograph of the hip region displaying an abnormality.
HUMERUS,0,A normal radiograph of the humerus.
HUMERUS,0,A healthy x-ray image of the humerus.
HUMERUS,0,Radiograph of a normal humerus.
HUMERUS,0,X-ray image of a healthy humerus.
HUMERUS,0,Normal humerus radiograph.
HUMERUS,0,Imaging of a normal humerus.
HUMERUS,0,X-ray of a healthy humerus.
HUMERUS,0,Radiograph showing a normal humerus.
HUMERUS,0,Normal humerus x-ray image.
HUMERUS,0,Imaging of a normal humerus with no signs of an abnormality.
HUMERUS,0,A normal x-ray of the humerus.
HUMERUS,0,Radiograph of the humerus with no signs of an abnormality.
HUMERUS,0,X-ray image showing a normal humerus.
HUMERUS,0,Normal humerus radiograph with no signs of an issue.
HUMERUS,0,Healthy humerus radiograph.
HUMERUS,0,A normal x-ray image of the humerus with no issues.
HUMERUS,0,Normal humerus x-ray.
HUMERUS,0,Radiograph of a normal humerus with no signs of an issue.
HUMERUS,0,X-ray of a normal humerus with no problems.
HUMERUS,0,A radiograph of a humerus showing no signs of an abnormality.
HUMERUS,0,A radiograph of a humerus showing no signs of abnormality.
HUMERUS,0,A normal x-ray image of the humerus.
HUMERUS,0,An x-ray image of a healthy humerus.
HUMERUS,0,A radiograph of the humerus with no abnormalities.
HUMERUS,0,A normal humerus as seen on a radiograph.
HUMERUS,0,A healthy humerus with no signs of abnormality on x-ray.
HUMERUS,0,A normal radiograph of the humerus reveiling no abnormalities.
HUMERUS,0,An x-ray image of the humerus with no issues.
HUMERUS,0,A radiograph of a normal humerus.
HUMERUS,0,A healthy humerus as seen on a radiograph with no abnormalities.
HUMERUS,0,A normal x-ray image of the humerus with no visible issues.
HUMERUS,0,An x-ray image of a normal humerus with no signs of abnormality.
HUMERUS,0,A radiograph of the humerus showing normal anatomy.
HUMERUS,0,A normal radiograph of the humerus with no signs of abnormality.
HUMERUS,0,A healthy humerus with no signs of abnormality as seen on a radiograph.
HUMERUS,0,An x-ray image of the humerus with normal anatomy.
HUMERUS,0,A radiograph of a normal humerus with no issues.
HUMERUS,0,A normal x-ray image of the humerus with normal anatomy.
HUMERUS,0,A healthy humerus with normal anatomy as seen on a radiograph.
HUMERUS,0,A healthy radiograph of the humerus is presented.
HUMERUS,1,A radiograph of the humerus showing signs of an abnormality.
HUMERUS,1,An x-ray image of a humerus with an abnormal appearance.
HUMERUS,1,Imaging of the humerus reveals an abnormality.
HUMERUS,1,A radiograph of a humerus displaying an abnormal condition.
HUMERUS,1,X-ray image of the humerus with an irregularity.
HUMERUS,1,Imaging findings of the humerus indicate an abnormality.
HUMERUS,1,Radiographic evidence of an abnormality in the humerus.
HUMERUS,1,A humerus radiograph showing an abnormality.
HUMERUS,1,Imaging of the humerus shows an abnormality.
HUMERUS,1,A radiograph of the humerus with an abnormal structure.
HUMERUS,1,X-ray image of a humerus with a not normal appearance.
HUMERUS,1,Radiographic examination of the humerus reveals an abnormality.
HUMERUS,1,Imaging of the humerus displays an abnormal condition.
HUMERUS,1,An x-ray image of the humerus with a sign of an abnormality.
HUMERUS,1,Radiographic image of the humerus showing an abnormality.
HUMERUS,1,Imaging of the humerus indicates an abnormal condition.
HUMERUS,1,A radiograph of the humerus with an irregular shape.
HUMERUS,1,X-ray image of the humerus showing an abnormality.
HUMERUS,1,Radiographic findings of the humerus reveal an abnormality.
HUMERUS,1,A radiograph of the humerus exhibiting an abnormal finding.
HUMERUS,1,A radiograph of the humerus displaying an abnormality.
HUMERUS,1,X-ray image of the humerus showing an irregularity.
HUMERUS,1,Imaging of the humerus with a notable abnormality.
HUMERUS,1,An abnormal radiograph of the humerus.
HUMERUS,1,A not normal x-ray of the humerus.
HUMERUS,1,Radiographic evidence of abnormalities in the humerus.
HUMERUS,1,Imaging of the humerus revealing an abnormality.
HUMERUS,1,An abnormal x-ray of the humerus.
HUMERUS,1,The humerus is shown with an abnormality on this x-ray.
HUMERUS,1,X-ray image of the humerus with an abnormal finding.
HUMERUS,1,An abnormality is present in this radiograph of the humerus.
HUMERUS,1,Radiographic evidence of an abnormal humerus.
HUMERUS,1,Imaging the humerus shows an abnormality.
HUMERUS,1,An abnormal radiograph of the humerus is presented.
HUMERUS,1,The humerus x-ray displays an abnormality.
HUMERUS,1,A radiograph of the humerus showing an abnormal structure.
HUMERUS,1,This x-ray of the humerus is not normal.
HUMERUS,1,The humerus has an abnormality according to this radiograph.
HUMERUS,1,An abnormality is evident in the x-ray of the humerus.
HUMERUS,1,A radiograph of the humerus reveals a visible abnormality.
KNEE,0,A radiograph of a knee showing no abnormal findings.
KNEE,0,Normal knee radiograph.
KNEE,0,X-ray image of a healthy knee.
KNEE,0,Knee x-ray with no signs of abnormality.
KNEE,0,Radiographic image of a normal knee.
KNEE,0,Knee film with no notable abnormalities.
KNEE,0,An x-ray of a knee without any irregularities.
KNEE,0,Normal knee anatomy on radiograph.
KNEE,0,Knee radiograph with no abnormal features.
KNEE,0,X-ray of a knee with no pathological changes.
KNEE,0,Radiograph of a knee with no unusual findings.
KNEE,0,Knee x-ray displaying normal anatomy.
KNEE,0,Normal knee radiographic image.
KNEE,0,Knee film showing no abnormal structures.
KNEE,0,X-ray of a knee with no anomalies.
KNEE,0,Radiographic image of a healthy knee joint.
KNEE,0,Knee radiograph with no evidence of abnormality.
KNEE,0,X-ray of a normal knee with no issues.
KNEE,0,Radiograph of a knee with normal anatomy.
KNEE,0,A standard radiograph of a knee joint reveals no notable anomalies.
KNEE,0,A normal radiograph of the knee.
KNEE,0,X-ray image of a knee with no signs of an abnormality.
KNEE,0,Radiograph of a healthy knee showing normal anatomy.
KNEE,0,Knee x-ray with a normal appearance.
KNEE,0,Normal radiographic image of the knee joint.
KNEE,0,Knee radiograph with no notable abnormalities.
KNEE,0,Imaging of a normal knee structure.
KNEE,0,X-ray image of the knee with normal alignment.
KNEE,0,Radiographic image of a knee with no signs of an issue.
KNEE,0,Normal x-ray of the knee area.
KNEE,0,Healthy knee radiograph with no signs of disease.
KNEE,0,Knee imaging with a normal appearance.
KNEE,0,Normal radiograph of the knee joint.
KNEE,0,Knee x-ray with normal anatomy.
KNEE,0,Normal imaging of the knee structure.
KNEE,0,Radiograph of the knee with a normal appearance.
KNEE,0,Knee x-ray with no signs of an abnormality.
KNEE,0,Normal radiographic image of the knee.
KNEE,0,Knee radiograph with normal alignment.
KNEE,0,Imaging of a healthy knee.
KNEE,1,A knee radiograph showing evidence of an abnormality.
KNEE,1,X-ray image of a knee with an abnormal finding.
KNEE,1,Radiograph of a knee exhibiting signs of an abnormal condition.
KNEE,1,Knee x-ray with an abnormal appearance.
KNEE,1,A radiograph of a knee displaying an unusual characteristic.
KNEE,1,Knee radiograph with a visible anomaly.
KNEE,1,X-ray image of a knee showing an abnormal structure.
KNEE,1,Radiograph of a knee with a deviation from normal.
KNEE,1,Knee x-ray showing an abnormal shape.
KNEE,1,A radiograph of a knee with a notable irregularity.
KNEE,1,Knee radiograph exhibiting an abnormal pattern.
KNEE,1,X-ray image of a knee with a visible defect.
KNEE,1,Radiograph of a knee displaying an abnormal feature.
KNEE,1,Knee x-ray with an unusual morphology.
KNEE,1,A radiograph of a knee showing an abnormal contour.
KNEE,1,Knee radiograph with a visible irregularity.
KNEE,1,X-ray image of a knee exhibiting an abnormal configuration.
KNEE,1,Radiograph of a knee with a deviation from normal anatomy.
KNEE,1,Knee x-ray showing an abnormal morphology.
KNEE,1,A knee radiograph displaying an abnormality.
KNEE,1,A radiograph of the knee showing an abnormality.
KNEE,1,An x-ray image of the knee with a notable anomaly.
KNEE,1,A knee radiograph displaying an irregularity.
KNEE,1,An abnormality is visible on this knee x-ray image.
KNEE,1,The knee appears abnormal on this x-ray.
KNEE,1,A radiograph of the knee reveals an irregular condition.
KNEE,1,An x-ray of the knee shows an abnormal feature.
KNEE,1,This knee radiograph highlights an unusual finding.
KNEE,1,A knee x-ray image with an abnormality present.
KNEE,1,An abnormal knee radiograph is shown.
KNEE,1,An x-ray image of an abnormal knee.
KNEE,1,The knee exhibits an abnormality on this radiograph.
KNEE,1,An abnormality is present in this knee x-ray.
KNEE,1,A radiograph of the knee with an unusual appearance.
KNEE,1,An x-ray image of the knee displaying an irregularity.
KNEE,1,A knee radiograph showing an abnormal condition.
KNEE,1,An abnormal knee x-ray image is provided.
KNEE,1,This knee radiograph reveals an abnormal feature.
KNEE,1,A knee x-ray image with an abnormality visible.
KNEE,1,A radiograph of a knee displaying an abnormality.
SHOULDER,0,A normal radiograph of the shoulder.
SHOULDER,0,An x-ray image of a healthy shoulder.
SHOULDER,0,A radiograph of a normal shoulder with no signs of pathology.
SHOULDER,0,A shoulder x-ray showing normal anatomy.
SHOULDER,0,A normal shoulder joint on radiograph.
SHOULDER,0,An x-ray image of a shoulder with no abnormal findings.
SHOULDER,0,A radiograph of a healthy shoulder with no complications.
SHOULDER,0,A normal shoulder radiograph with no signs of injury.
SHOULDER,0,An x-ray image of a shoulder with normal bone structure.
SHOULDER,0,A radiograph of a shoulder with no evidence of disease.
SHOULDER,0,A normal shoulder x-ray with no signs of abnormality.
SHOULDER,0,A radiograph of a shoulder with normal alignment.
SHOULDER,0,A normal shoulder radiograph with no signs of fracture.
SHOULDER,0,A shoulder x-ray showing normal bone density.
SHOULDER,0,An x-ray image of a shoulder with normal joint space.
SHOULDER,0,A radiograph of a healthy shoulder with normal soft tissue.
SHOULDER,0,A normal shoulder radiograph with no signs of trauma.
SHOULDER,0,An x-ray image of a shoulder with normal anatomy.
SHOULDER,0,A radiograph of a shoulder with no signs of deformity.
SHOULDER,0,A normal radiograph of the shoulder joint.
SHOULDER,0,A normal radiograph of the shoulder joint without abnormalities.
SHOULDER,0,An x-ray image of a healthy shoulder reveiling no issues.
SHOULDER,0,Radiograph of a normal shoulder anatomy.
SHOULDER,0,Normal shoulder x-ray findings.
SHOULDER,0,A healthy shoulder joint as seen on an x-ray.
SHOULDER,0,Normal shoulder radiograph.
SHOULDER,0,An x-ray of a normal shoulder.
SHOULDER,0,Radiograph of a shoulder with no signs of abnormality.
SHOULDER,0,Normal shoulder anatomy on radiograph.
SHOULDER,0,A shoulder x-ray with no abnormal findings.
SHOULDER,0,Radiograph of a normal shoulder with no issues.
SHOULDER,0,Normal shoulder joint radiograph.
SHOULDER,0,An x-ray image of a shoulder with normal findings.
SHOULDER,0,Normal shoulder radiograph with no issues.
SHOULDER,0,A radiograph of a healthy shoulder joint.
SHOULDER,0,Normal shoulder x-ray with no abnormalities.
SHOULDER,0,Radiograph of a normal shoulder joint with no issues.
SHOULDER,0,An x-ray of a normal shoulder joint.
SHOULDER,0,Normal shoulder radiograph with normal findings.
SHOULDER,0,A normal shoulder joint as seen on radiograph.
SHOULDER,1,An x-ray image of a shoulder with an abnormal finding.
SHOULDER,1,Radiograph of the shoulder showing an abnormality.
SHOULDER,1,Shoulder radiograph with signs of not normal anatomy.
SHOULDER,1,Imaging study of the shoulder with an abnormality present.
SHOULDER,1,X-ray of the shoulder indicating an abnormal condition.
SHOULDER,1,Abnormal shoulder radiograph with notable features.
SHOULDER,1,Not normal shoulder anatomy as seen on x-ray.
SHOULDER,1,X-ray image of the shoulder with visible signs of abnormality.
SHOULDER,1,Radiograph of the shoulder showing an abnormal pathology.
SHOULDER,1,Shoulder imaging with evidence of an abnormality.
SHOULDER,1,Abnormal x-ray findings in the shoulder region.
SHOULDER,1,X-ray of the shoulder with an abnormal structure.
SHOULDER,1,Shoulder radiograph showing an abnormal pattern.
SHOULDER,1,Imaging study of the shoulder with an abnormality detected.
SHOULDER,1,X-ray image of the shoulder with an abnormal appearance.
SHOULDER,1,Radiograph of the shoulder indicating an abnormality.
SHOULDER,1,Not normal shoulder anatomy as seen on radiograph.
SHOULDER,1,X-ray image of the shoulder with visible signs of an abnormality.
SHOULDER,1,Shoulder imaging study with evidence of an abnormal condition.
SHOULDER,1,A radiograph of a shoulder exhibiting signs of an abnormality.
SHOULDER,1,A radiograph of the shoulder demonstrating an abnormality.
SHOULDER,1,An x-ray image showing an abnormality in the shoulder region.
SHOULDER,1,Imaging of the shoulder with an observed abnormality.
SHOULDER,1,A radiographic image of the shoulder exhibiting an abnormality.
SHOULDER,1,Shoulder radiograph revealing signs of an abnormality.
SHOULDER,1,Imaging of the shoulder area showing an abnormality.
SHOULDER,1,X-ray image of the shoulder with an identified abnormality.
SHOULDER,1,A shoulder radiograph indicating an abnormality.
SHOULDER,1,Radiographic image of the shoulder with abnormal findings.
SHOULDER,1,An abnormality in the shoulder is visible on this radiograph.
SHOULDER,1,Shoulder imaging showing evidence of an abnormality.
SHOULDER,1,X-ray image of the shoulder with a noted abnormality.
SHOULDER,1,A radiograph of the shoulder showing an irregularity.
SHOULDER,1,Imaging of the shoulder with an abnormal appearance.
SHOULDER,1,Shoulder radiograph displaying an abnormality.
SHOULDER,1,An abnormality in the shoulder region is visible on this x-ray.
SHOULDER,1,Radiographic image of the shoulder with an observed irregularity.
SHOULDER,1,Shoulder imaging revealing an abnormality.
SHOULDER,1,X-ray image of the shoulder with an abnormality.
SHOULDER,1,A radiograph of a shoulder displaying signs of an abnormality.
WRIST,0,A radiograph of a wrist showing no signs of abnormality.
WRIST,0,A normal wrist radiograph.
WRIST,0,A healthy wrist x-ray.
WRIST,0,X-ray image of a normal wrist.
WRIST,0,No abnormal findings on this wrist radiograph.
WRIST,0,Normal wrist anatomy on x-ray.
WRIST,0,A healthy wrist without any abnormalities.
WRIST,0,Wrist radiograph with no abnormality detected.
WRIST,0,Normal wrist x-ray with no signs of disease.
WRIST,0,Radiograph of a normal wrist joint.
WRIST,0,X-ray of a healthy wrist showing normal anatomy.
WRIST,0,Wrist radiograph with no signs of abnormality.
WRIST,0,Normal wrist anatomy on radiograph.
WRIST,0,Healthy wrist x-ray with no findings of disease.
WRIST,0,No signs of abnormality on this wrist x-ray.
WRIST,0,Normal wrist radiograph with no issues.
WRIST,0,Radiograph of a healthy wrist with normal anatomy.
WRIST,0,Wrist x-ray showing no signs of abnormality.
WRIST,0,Normal wrist radiograph with no abnormalities detected.
WRIST,0,A normal wrist radiograph with no signs of disease.
WRIST,0,A radiograph of a wrist showing no signs of an abnormality.
WRIST,0,An x-ray image of a wrist with a healthy appearance.
WRIST,0,A normal radiograph of a wrist.
WRIST,0,A healthy wrist imaged on x-ray.
WRIST,0,A normal wrist radiograph reveiling no abnormalities.
WRIST,0,A wrist with no abnormal findings on x-ray.
WRIST,0,An x-ray of a normal wrist.
WRIST,0,A wrist radiograph displaying a normal anatomy.
WRIST,0,A normal x-ray image of the wrist.
WRIST,0,A healthy wrist radiograph.
WRIST,0,A wrist with normal findings on x-ray.
WRIST,0,A normal wrist x-ray.
WRIST,0,A radiograph of a normal wrist.
WRIST,0,An x-ray image of a wrist with no issues.
WRIST,0,A normal wrist anatomy imaged on x-ray.
WRIST,0,A healthy wrist with no abnormality on x-ray.
WRIST,0,A normal wrist radiograph showing no issues.
WRIST,0,A wrist radiograph with a normal appearance.
WRIST,0,A normal x-ray of the wrist.
WRIST,0,A wrist with no abnormality on x-ray.
WRIST,1,A radiograph of a wrist with an abnormal finding.
WRIST,1,An x-ray image of a wrist showing signs of an anomaly.
WRIST,1,An abnormal radiograph of a wrist.
WRIST,1,A wrist x-ray displaying an abnormality.
WRIST,1,An x-ray of a wrist with an irregular appearance.
WRIST,1,A radiograph of a wrist with an unusual finding.
WRIST,1,A wrist x-ray showing an abnormal structure.
WRIST,1,A radiograph of a wrist with a not normal appearance.
WRIST,1,An x-ray image of a wrist with an irregularity.
WRIST,1,A wrist radiograph displaying an abnormal shape.
WRIST,1,A radiograph of a wrist with a pathological finding.
WRIST,1,A wrist x-ray showing an abnormal pattern.
WRIST,1,An abnormal x-ray image of a wrist.
WRIST,1,A radiograph of a wrist with an atypical appearance.
WRIST,1,A wrist x-ray displaying an irregularity.
WRIST,1,An x-ray image of a wrist with an anomaly.
WRIST,1,A radiograph of a wrist with a deviant finding.
WRIST,1,A wrist x-ray showing an abnormal contour.
WRIST,1,A radiograph of a wrist with a not typical appearance.
WRIST,1,A radiograph of a wrist displaying features indicative of an abnormality.
WRIST,1,A radiograph of a wrist showing signs of an abnormality.
WRIST,1,X-ray image of a wrist with an abnormality present.
WRIST,1,An image of a wrist with an abnormal finding.
WRIST,1,Wrist radiograph displaying an abnormality.
WRIST,1,X-ray of a wrist with a not normal appearance.
WRIST,1,Wrist imaging showing an abnormality.
WRIST,1,Radiographic image of a wrist with an abnormal condition.
WRIST,1,Wrist x-ray exhibiting an abnormality.
WRIST,1,An abnormality is visible on this wrist radiograph.
WRIST,1,Wrist x-ray image showing an abnormality.
WRIST,1,Radiograph of a wrist with an abnormal feature.
WRIST,1,Wrist imaging with an abnormal finding.
WRIST,1,An abnormality is present on this wrist x-ray.
WRIST,1,X-ray of a wrist with an abnormal appearance.
WRIST,1,Wrist radiograph displaying an abnormal feature.
WRIST,1,Wrist imaging showing an abnormal condition.
WRIST,1,Abnormality visible on wrist radiograph.
WRIST,1,Wrist x-ray with an abnormality present.
WRIST,1,An abnormal finding is visible on this wrist x-ray.
WRIST,1,Radiograph of a wrist with an abnormality.
